Record_ID,Timestamp,Admin_ID,Driver_ID,Vehicle_ID,Brand,Vehicle_Model,Category,Max_Range_km,Battery_Capacity_kWh,Vehicle_Weight_kg,Motor_Spec_kW,Battery_Percentage,Battery_Health_Percentage,Passenger_Count,Total_Load_Weight_kg,Remaining_Range_km,Road_Type,Vehicle_Status,Speed_kmph,Overspeed,Distance_Travelled_km,Energy_Consumed_kWh,Charging_Status,Charging_Duration_Hours,Workshop_Visit,Maintenance_Cost,OT_Maintenance_Cost,Breakdown,Income_Generated,Total_Expense,Driver_Safety_Score
259,2026-01-04 00:30:00,A025,D00259,EV00259,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,10,88,3,1910,38,Mixed,Charging,0,No,123,17.08,Yes,2.6,No,1346,0,No,4305,1346,100
260,2026-01-04 00:45:00,A025,D00260,EV00260,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,44,100,4,1980,202,Highway,Running,117,Yes,129,17.92,No,0.0,No,166,0,No,4515,166,90
261,2026-01-04 01:00:00,A025,D00261,EV00261,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,11,98,4,1980,44,City,Charging,0,No,69,9.58,Yes,2.5,No,115,0,No,2415,115,100
262,2026-01-04 01:15:00,A025,D00262,EV00262,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,89,97,1,1770,389,Mixed,Running,48,No,138,19.17,No,0.0,No,208,0,No,4830,208,100
263,2026-01-04 01:30:00,A025,D00263,EV00263,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,76,86,0,1700,281,City,Running,55,No,78,10.83,No,0.0,No,848,0,No,2730,848,100
264,2026-01-04 01:45:00,A025,D00264,EV00264,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,87,93,3,1526,259,Highway,Running,82,No,281,43.23,No,0.0,No,604,0,No,9835,604,100
265,2026-01-04 02:00:00,A025,D00265,EV00265,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,26,83,1,1386,61,City,Running,75,No,88,13.54,No,0.0,No,2355,0,No,3080,2355,100
266,2026-01-04 02:15:00,A025,D00266,EV00266,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,40,90,2,1456,101,City,Running,34,No,78,12.0,No,0.0,No,571,0,No,2730,571,100
267,2026-01-04 02:30:00,A025,D00267,EV00267,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,10,84,4,1596,24,City,Charging,0,No,39,6.0,Yes,2.6,No,1806,0,No,1365,1806,100
268,2026-01-04 02:45:00,A025,D00268,EV00268,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,48,79,2,1456,107,City,Under Maintenance,0,No,27,4.15,No,0.0,Yes,5939,261,No,945,6200,95
269,2026-01-04 03:00:00,A025,D00269,EV00269,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,47,98,3,2195,270,City,Running,42,No,65,7.93,No,0.0,No,244,0,No,2275,244,100
270,2026-01-04 03:15:00,A025,D00270,EV00270,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,84,87,1,2055,428,City,Running,29,No,97,11.83,No,0.0,No,1710,0,No,3395,1710,100
271,2026-01-04 03:30:00,A026,D00271,EV00271,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,46,86,3,1745,153,City,Running,35,No,45,5.77,No,0.0,No,1414,0,No,1575,1414,100
272,2026-01-04 03:45:00,A026,D00272,EV00272,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,23,96,4,1815,92,Mixed,Charging,0,No,146,18.72,Yes,2.2,No,14,0,No,5110,14,100
273,2026-01-04 04:00:00,A026,D00273,EV00273,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,86,100,2,1675,369,Mixed,Running,45,No,117,15.0,No,0.0,No,181,0,No,4095,181,100
274,2026-01-04 04:15:00,A026,D00274,EV00274,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,65,86,1,1605,222,City,Running,43,No,116,14.87,No,0.0,No,1114,0,No,4060,1114,100
275,2026-01-04 04:30:00,A026,D00275,EV00275,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,47,92,0,1316,122,City,Running,36,No,114,17.54,No,0.0,No,625,0,No,3990,625,100
276,2026-01-04 04:45:00,A026,D00276,EV00276,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,71,87,4,1596,174,City,Running,63,No,65,10.0,No,0.0,No,2364,0,No,2275,2364,100
277,2026-01-04 05:00:00,A026,D00277,EV00277,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,96,96,3,2225,461,City,Running,42,No,54,6.75,No,0.0,No,79,0,No,1890,79,100
278,2026-01-04 05:15:00,A026,D00278,EV00278,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,61,96,2,2155,306,City,Running,61,No,84,10.5,No,0.0,No,188,0,No,2940,188,100
279,2026-01-04 05:30:00,A026,D00279,EV00279,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,10,100,4,2295,50,City,Charging,0,No,34,4.25,Yes,2.6,No,79,0,No,1190,79,100
280,2026-01-04 05:45:00,A026,D00280,EV00280,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,13,89,0,2015,60,City,Charging,0,No,113,14.12,Yes,2.5,No,917,0,No,3955,917,100
281,2026-01-04 06:00:00,A026,D00281,EV00281,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,81,90,1,2085,381,City,Running,52,No,99,12.38,No,0.0,No,733,0,No,3465,733,100
282,2026-01-04 06:15:00,A027,D00282,EV00282,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,39,97,1,1648,152,City,Running,76,No,112,15.77,No,0.0,No,279,0,No,3920,279,100
283,2026-01-04 06:30:00,A027,D00283,EV00283,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,29,91,3,1788,111,Mixed,Running,98,No,114,16.06,No,0.0,No,455,0,No,3990,455,100
284,2026-01-04 06:45:00,A027,D00284,EV00284,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,63,82,2,1718,201,City,Running,61,No,35,4.93,No,0.0,No,1115,0,No,1225,1115,100
285,2026-01-04 07:00:00,A027,D00285,EV00285,BYD,BYD Atto 3,SUV,521,60.5,1750,150,43,91,3,1960,182,Mixed,Running,71,No,132,17.14,No,0.0,No,394,0,No,4620,394,100
286,2026-01-04 07:15:00,A027,D00286,EV00286,BYD,BYD Atto 3,SUV,521,60.5,1750,150,34,80,0,1750,121,City,Running,70,No,28,3.64,No,0.0,No,838,0,No,980,838,100
287,2026-01-04 07:30:00,A027,D00287,EV00287,BYD,BYD Atto 3,SUV,521,60.5,1750,150,85,98,4,2030,359,City,Running,53,No,105,13.64,No,0.0,No,265,0,No,3675,265,100
288,2026-01-04 07:45:00,A027,D00288,EV00288,BYD,BYD Atto 3,SUV,521,60.5,1750,150,38,88,4,2030,144,City,Running,21,No,87,11.3,No,0.0,No,1222,0,No,3045,1222,100
289,2026-01-04 08:00:00,A027,D00289,EV00289,BYD,BYD Atto 3,SUV,521,60.5,1750,150,86,97,2,1890,422,Highway,Running,138,Yes,315,40.91,No,0.0,No,96,0,No,11025,96,90
290,2026-01-04 08:15:00,A027,D00290,EV00290,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,62,91,2,2155,294,City,Running,26,No,94,11.75,No,0.0,No,353,0,No,3290,353,100
291,2026-01-04 08:30:00,A027,D00291,EV00291,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,47,76,1,2085,201,Mixed,Under Maintenance,0,No,74,9.25,No,0.0,Yes,3801,1149,No,2590,4950,95
292,2026-01-04 08:45:00,A028,D00292,EV00292,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,75,84,4,1980,255,City,Running,33,No,77,10.69,No,0.0,No,1539,0,No,2695,1539,100
293,2026-01-04 09:00:00,A028,D00293,EV00293,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,17,95,1,1770,67,City,Charging,0,No,95,13.19,Yes,2.4,No,124,0,No,3325,124,100
294,2026-01-04 09:15:00,A028,D00294,EV00294,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,41,81,3,1910,145,Mixed,Running,100,No,149,20.69,No,0.0,No,851,0,No,5215,851,100
295,2026-01-04 09:30:00,A028,D00295,EV00295,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,61,91,2,1750,248,Highway,Running,108,Yes,203,27.43,No,0.0,No,429,0,No,7105,429,90
296,2026-01-04 09:45:00,A028,D00296,EV00296,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,85,100,1,1680,372,Mixed,Running,65,No,111,15.0,No,0.0,No,151,0,No,3885,151,100
297,2026-01-04 10:00:00,A028,D00297,EV00297,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,19,78,0,1610,60,City,Charging,0,No,58,7.84,Yes,2.3,Yes,5191,660,No,2030,5851,95
298,2026-01-04 10:15:00,A028,D00298,EV00298,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,70,75,0,1610,213,City,Under Maintenance,0,No,97,13.11,No,0.0,Yes,6741,1202,No,3395,7943,95
299,2026-01-04 10:30:00,A028,D00299,EV00299,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,44,92,1,1680,164,City,Running,21,No,111,15.0,No,0.0,No,483,0,No,3885,483,100
300,2026-01-04 10:45:00,A028,D00300,EV00300,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,32,83,2,2125,177,Highway,Running,121,Yes,173,21.1,No,0.0,No,1831,0,No,6055,1831,90
301,2026-01-04 11:00:00,A028,D00301,EV00301,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,86,100,1,2055,504,City,Running,56,No,56,6.83,No,0.0,No,10,0,No,1960,10,100
302,2026-01-04 11:15:00,A029,D00302,EV00302,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,60,99,4,1596,167,City,Running,65,No,73,11.23,No,0.0,No,287,0,No,2555,287,100
303,2026-01-04 11:30:00,A029,D00303,EV00303,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,56,94,0,1316,160,Mixed,Running,63,No,125,19.23,No,0.0,No,633,0,No,4375,633,100
304,2026-01-04 11:45:00,A029,D00304,EV00304,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,15,89,3,1526,38,City,Charging,0,No,57,8.77,Yes,2.4,No,2056,0,No,1995,2056,100
305,2026-01-04 12:00:00,A029,D00305,EV00305,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,25,90,0,1700,105,Mixed,Running,44,No,50,6.94,No,0.0,No,504,0,No,1750,504,100
306,2026-01-04 12:15:00,A029,D00306,EV00306,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,67,82,1,1770,261,Highway,Running,65,No,165,22.92,No,0.0,No,2473,0,No,5775,2473,100
307,2026-01-04 12:30:00,A029,D00307,EV00307,BYD,BYD Atto 3,SUV,521,60.5,1750,150,78,85,4,2030,286,City,Running,21,No,105,13.64,No,0.0,No,1678,0,No,3675,1678,100
308,2026-01-04 12:45:00,A029,D00308,EV00308,BYD,BYD Atto 3,SUV,521,60.5,1750,150,40,100,2,1890,178,City,Running,56,No,93,12.08,No,0.0,No,159,0,No,3255,159,100
309,2026-01-04 13:00:00,A029,D00309,EV00309,BYD,BYD Atto 3,SUV,521,60.5,1750,150,51,88,0,1750,200,City,Running,35,No,28,3.64,No,0.0,No,1144,0,No,980,1144,100
310,2026-01-04 13:15:00,A029,D00310,EV00310,BYD,BYD Atto 3,SUV,521,60.5,1750,150,49,97,2,1890,211,City,Running,67,No,88,11.43,No,0.0,No,32,0,No,3080,32,100
311,2026-01-04 13:30:00,A029,D00311,EV00311,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,60,75,1,1680,183,City,Under Maintenance,0,No,67,9.05,No,0.0,Yes,3104,344,No,2345,3448,95
312,2026-01-04 13:45:00,A030,D00312,EV00312,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,92,86,0,1610,347,Mixed,Running,62,No,67,9.05,No,0.0,No,1230,0,No,2345,1230,100
313,2026-01-04 14:00:00,A030,D00313,EV00313,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,16,82,1,1680,57,Mixed,Charging,0,No,176,23.78,Yes,2.4,No,1323,0,No,6160,1323,100
314,2026-01-04 14:15:00,A030,D00314,EV00314,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,81,100,3,1820,362,Highway,Running,82,No,250,33.78,No,0.0,No,165,0,No,8750,165,100
315,2026-01-04 14:30:00,A030,D00315,EV00315,MG,MG ZS EV,Compact SUV,461,50.3,1610,130,98,85,3,1820,328,City,Running,45,No,65,8.78,No,0.0,No,986,0,No,2275,986,100
316,2026-01-04 14:45:00,A030,D00316,EV00316,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,11,88,4,1980,42,Mixed,Charging,0,No,121,16.81,Yes,2.5,No,846,0,No,4235,846,100
317,2026-01-04 15:00:00,A030,D00317,EV00317,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,31,94,1,1770,122,City,Running,50,No,85,11.81,No,0.0,No,418,0,No,2975,418,100
318,2026-01-04 15:15:00,A030,D00318,EV00318,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,34,99,1,1770,141,City,Running,29,No,20,2.78,No,0.0,No,90,0,No,700,90,100
319,2026-01-04 15:30:00,A030,D00319,EV00319,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,75,91,1,1770,285,City,Running,75,No,26,3.61,No,0.0,No,638,0,No,910,638,100
320,2026-01-04 15:45:00,A030,D00320,EV00320,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,42,91,0,1578,166,Mixed,Running,101,Yes,65,9.15,No,0.0,No,700,0,No,2275,700,90
321,2026-01-04 16:00:00,A030,D00321,EV00321,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,38,98,3,1788,145,City,Running,49,No,112,15.77,No,0.0,No,284,0,No,3920,284,100
322,2026-01-04 16:15:00,A031,D00322,EV00322,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,18,85,2,2260,68,Mixed,Charging,0,No,123,18.09,Yes,2.3,No,1585,0,No,4305,1585,100
323,2026-01-04 16:30:00,A031,D00323,EV00323,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,14,79,3,2330,52,Highway,Charging,0,No,127,18.68,Yes,2.5,Yes,4695,580,No,4445,5275,95
324,2026-01-04 16:45:00,A031,D00324,EV00324,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,54,90,3,2330,200,City,Running,56,No,73,10.74,No,0.0,No,748,0,No,2555,748,100
325,2026-01-04 17:00:00,A031,D00325,EV00325,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,64,84,4,2400,252,Highway,Running,116,Yes,141,20.74,No,0.0,No,1528,0,No,4935,1528,90
326,2026-01-04 17:15:00,A031,D00326,EV00326,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,54,95,1,1770,214,City,Running,52,No,32,4.44,No,0.0,No,114,0,No,1120,114,100
327,2026-01-04 17:30:00,A031,D00327,EV00327,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,46,96,3,1910,179,City,Running,65,No,88,12.22,No,0.0,No,292,0,No,3080,292,100
328,2026-01-04 17:45:00,A031,D00328,EV00328,BYD,BYD Atto 3,SUV,521,60.5,1750,150,23,95,3,1960,94,City,Charging,0,No,53,6.88,Yes,2.2,No,234,0,No,1855,234,100
329,2026-01-04 18:00:00,A031,D00329,EV00329,BYD,BYD Atto 3,SUV,521,60.5,1750,150,61,93,4,2030,264,Mixed,Running,96,No,72,9.35,No,0.0,No,660,0,No,2520,660,100
330,2026-01-04 18:15:00,A031,D00330,EV00330,BYD,BYD Atto 3,SUV,521,60.5,1750,150,60,83,2,1890,252,Highway,Running,114,Yes,107,13.9,No,0.0,No,1113,0,No,3745,1113,90
331,2026-01-04 18:30:00,A031,D00331,EV00331,BYD,BYD Atto 3,SUV,521,60.5,1750,150,97,85,3,1960,355,City,Running,28,No,95,12.34,No,0.0,No,2130,0,No,3325,2130,100
332,2026-01-04 18:45:00,A032,D00332,EV00332,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,76,91,1,2190,297,City,Running,69,No,53,7.79,No,0.0,No,635,0,No,1855,635,100
333,2026-01-04 19:00:00,A032,D00333,EV00333,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,72,76,4,2400,225,City,Running,35,No,58,8.53,No,0.0,No,5312,0,No,2030,5312,100
334,2026-01-04 19:15:00,A032,D00334,EV00334,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,83,98,4,2400,362,Mixed,Running,47,No,56,8.24,No,0.0,No,88,0,No,1960,88,100
335,2026-01-04 19:30:00,A032,D00335,EV00335,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,19,100,4,1596,54,City,Charging,0,No,87,13.38,Yes,2.3,No,197,0,No,3045,197,100
336,2026-01-04 19:45:00,A032,D00336,EV00336,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,46,93,4,1596,130,Mixed,Running,45,No,56,8.62,No,0.0,No,418,0,No,1960,418,100
337,2026-01-04 20:00:00,A032,D00337,EV00337,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,53,87,4,1596,130,City,Running,29,No,36,5.54,No,0.0,No,1873,0,No,1260,1873,100
338,2026-01-04 20:15:00,A032,D00338,EV00338,BYD,BYD Atto 3,SUV,521,60.5,1750,150,69,96,0,1750,318,Mixed,Running,82,No,68,8.83,No,0.0,No,221,0,No,2380,221,100
339,2026-01-04 20:30:00,A032,D00339,EV00339,BYD,BYD Atto 3,SUV,521,60.5,1750,150,50,78,0,1750,187,Mixed,Under Maintenance,0,No,95,12.34,No,0.0,No,5055,0,No,3325,5055,100
340,2026-01-04 20:45:00,A032,D00340,EV00340,BYD,BYD Atto 3,SUV,521,60.5,1750,150,32,99,1,1820,141,City,Running,20,No,34,4.42,No,0.0,No,201,0,No,1190,201,100
341,2026-01-04 21:00:00,A032,D00341,EV00341,BYD,BYD Atto 3,SUV,521,60.5,1750,150,49,98,0,1750,231,Mixed,Running,53,No,119,15.45,No,0.0,No,136,0,No,4165,136,100
342,2026-01-04 21:15:00,A033,D00342,EV00342,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,71,91,0,1985,378,City,Running,50,No,105,12.8,No,0.0,No,623,0,No,3675,623,100
343,2026-01-04 21:30:00,A033,D00343,EV00343,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,81,96,4,2265,471,Mixed,Running,61,No,73,8.9,No,0.0,No,50,0,No,2555,50,100
344,2026-01-04 21:45:00,A033,D00344,EV00344,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,18,96,1,2055,109,Mixed,Charging,0,No,133,16.22,Yes,2.3,No,40,0,No,4655,40,100
345,2026-01-04 22:00:00,A033,D00345,EV00345,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,63,99,4,2265,397,Highway,Running,77,No,234,28.54,No,0.0,No,164,0,No,8190,164,100
346,2026-01-04 22:15:00,A033,D00346,EV00346,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,56,80,0,1985,262,City,Running,26,No,91,11.1,No,0.0,Yes,913,1116,No,3185,2029,95
347,2026-01-04 22:30:00,A033,D00347,EV00347,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,23,86,3,1745,76,City,Charging,0,No,86,11.03,Yes,2.2,No,2070,0,No,3010,2070,100
348,2026-01-04 22:45:00,A033,D00348,EV00348,Hyundai,Hyundai Kona Electric,Compact SUV,452,39.2,1535,100,45,96,2,1675,172,City,Running,53,No,119,15.26,No,0.0,No,31,0,No,4165,31,100
349,2026-01-04 23:00:00,A033,D00349,EV00349,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,29,92,1,1770,127,Highway,Running,112,Yes,138,19.17,No,0.0,No,593,0,No,4830,593,90
350,2026-01-04 23:15:00,A033,D00350,EV00350,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,24,82,0,1700,85,City,Charging,0,No,106,14.72,Yes,2.2,No,970,0,No,3710,970,100
351,2026-01-04 23:30:00,A033,D00351,EV00351,Tata,Tata Nexon EV,Compact SUV,489,45.0,1700,110,62,94,2,1840,263,Mixed,Running,70,No,169,23.47,No,0.0,No,708,0,No,5915,708,100
352,2026-01-04 23:45:00,A034,D00352,EV00352,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,62,98,2,1456,185,Mixed,Running,54,No,178,27.38,No,0.0,No,262,0,No,6230,262,100
353,2026-01-05 00:00:00,A034,D00353,EV00353,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,63,98,2,1456,174,City,Running,21,No,55,8.46,No,0.0,No,262,0,No,1925,262,100
354,2026-01-05 00:15:00,A034,D00354,EV00354,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,48,87,1,1386,127,Mixed,Running,105,Yes,100,15.38,No,0.0,No,2475,0,No,3500,2475,90
355,2026-01-05 00:30:00,A034,D00355,EV00355,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,56,94,1,1386,168,Highway,Running,71,No,137,21.08,No,0.0,No,670,0,No,4795,670,100
356,2026-01-05 00:45:00,A034,D00356,EV00356,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,42,86,0,1316,116,Highway,Running,127,Yes,282,43.38,No,0.0,No,1414,0,No,9870,1414,90
357,2026-01-05 01:00:00,A034,D00357,EV00357,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,91,94,3,1526,241,City,Running,45,No,25,3.85,No,0.0,No,459,0,No,875,459,100
358,2026-01-05 01:15:00,A034,D00358,EV00358,BYD,BYD Atto 3,SUV,521,60.5,1750,150,48,93,0,1750,199,City,Running,64,No,31,4.03,No,0.0,No,521,0,No,1085,521,100
359,2026-01-05 01:30:00,A034,D00359,EV00359,BYD,BYD Atto 3,SUV,521,60.5,1750,150,62,100,3,1960,288,Mixed,Running,84,No,135,17.53,No,0.0,No,162,0,No,4725,162,100
360,2026-01-05 01:45:00,A034,D00360,EV00360,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,34,75,4,1858,99,City,Running,77,No,84,11.83,No,0.0,No,4531,0,No,2940,4531,100
361,2026-01-05 02:00:00,A034,D00361,EV00361,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,14,77,3,1788,48,Highway,Charging,0,No,132,18.59,Yes,2.5,No,6429,0,No,4620,6429,100
362,2026-01-05 02:15:00,A035,D00362,EV00362,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,56,94,2,1718,205,City,Running,62,No,86,12.11,No,0.0,No,761,0,No,3010,761,100
363,2026-01-05 02:30:00,A035,D00363,EV00363,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,13,77,0,1578,43,Mixed,Charging,0,No,118,16.62,Yes,2.5,Yes,3336,1008,No,4130,4344,95
364,2026-01-05 02:45:00,A035,D00364,EV00364,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,100,80,4,1858,336,Mixed,Running,49,No,82,11.55,No,0.0,Yes,1902,154,No,2870,2056,95
365,2026-01-05 03:00:00,A035,D00365,EV00365,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,44,91,1,1648,183,Highway,Running,83,No,285,40.14,No,0.0,No,339,0,No,9975,339,100
366,2026-01-05 03:15:00,A035,D00366,EV00366,Mahindra,Mahindra XUV400 EV,Compact SUV,456,39.4,1578,110,52,88,3,1788,178,City,Running,80,No,69,9.72,No,0.0,No,1048,0,No,2415,1048,100
367,2026-01-05 03:30:00,A035,D00367,EV00367,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,40,86,3,1550,127,City,Running,32,No,84,12.0,No,0.0,No,2113,0,No,2940,2113,100
368,2026-01-05 03:45:00,A035,D00368,EV00368,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,77,97,3,1550,314,Highway,Running,89,No,312,44.57,No,0.0,No,234,0,No,10920,234,100
369,2026-01-05 04:00:00,A035,D00369,EV00369,Tata,Tata Punch EV,Compact SUV,421,35.0,1340,90,54,86,0,1340,172,City,Running,33,No,21,3.0,No,0.0,No,2345,0,No,735,2345,100
370,2026-01-05 04:15:00,A035,D00370,EV00370,BYD,BYD Atto 3,SUV,521,60.5,1750,150,47,98,0,1750,205,City,Running,28,No,112,14.55,No,0.0,No,155,0,No,3920,155,100
371,2026-01-05 04:30:00,A035,D00371,EV00371,BYD,BYD Atto 3,SUV,521,60.5,1750,150,52,99,2,1890,229,City,Running,74,No,30,3.9,No,0.0,No,25,0,No,1050,25,100
372,2026-01-05 04:45:00,A036,D00372,EV00372,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,95,95,2,1456,254,City,Running,42,No,47,7.23,No,0.0,No,249,0,No,1645,249,100
373,2026-01-05 05:00:00,A036,D00373,EV00373,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,29,76,4,1596,62,City,Under Maintenance,0,No,87,13.38,No,0.0,Yes,6903,1498,No,3045,8401,95
374,2026-01-05 05:15:00,A036,D00374,EV00374,Citroën,Citroën ë-C3,Hatchback,320,29.2,1316,42,32,95,0,1316,86,City,Running,38,No,62,9.54,No,0.0,No,287,0,No,2170,287,100
375,2026-01-05 05:30:00,A036,D00375,EV00375,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,30,84,3,2195,148,City,Running,23,No,119,14.51,No,0.0,No,1448,0,No,4165,1448,100
376,2026-01-05 05:45:00,A036,D00376,EV00376,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,17,96,3,2195,96,City,Charging,0,No,42,5.12,Yes,2.4,No,161,0,No,1470,161,100
377,2026-01-05 06:00:00,A036,D00377,EV00377,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,57,96,1,2055,320,City,Running,64,No,76,9.27,No,0.0,No,295,0,No,2660,295,100
378,2026-01-05 06:15:00,A036,D00378,EV00378,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,48,84,2,2125,255,Mixed,Running,66,No,84,10.24,No,0.0,No,956,0,No,2940,956,100
379,2026-01-05 06:30:00,A036,D00379,EV00379,Kia,Kia EV6,Premium Crossover,708,77.4,1985,168,75,87,0,1985,382,City,Running,55,No,57,6.95,No,0.0,No,2045,0,No,1995,2045,100
380,2026-01-05 06:45:00,A036,D00380,EV00380,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,97,96,3,2330,384,City,Running,64,No,39,5.74,No,0.0,No,148,0,No,1365,148,100
381,2026-01-05 07:00:00,A036,D00381,EV00381,Volkswagen,Volkswagen ID.4,SUV,520,77.0,2120,150,38,93,3,2330,146,City,Running,36,No,31,4.56,No,0.0,No,727,0,No,1085,727,100
382,2026-01-05 07:15:00,A037,D00382,EV00382,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,28,98,0,2015,143,City,Running,51,No,119,14.88,No,0.0,No,147,0,No,4165,147,100
383,2026-01-05 07:30:00,A037,D00383,EV00383,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,89,95,3,2225,456,Mixed,Running,93,No,66,8.25,No,0.0,No,92,0,No,2310,92,100
384,2026-01-05 07:45:00,A037,D00384,EV00384,Hyundai,Hyundai Ioniq 5,Premium Crossover,631,72.6,2015,160,91,86,2,2155,464,Highway,Running,62,No,215,26.88,No,0.0,No,861,0,No,7525,861,100
